Comment[SPOT_ID]	Comment[CONTROL_TYPE]	Comment[ORF]	Comment[GENE_NAME]	Comment[ACCESSION_STRING]	Reporter Comment
	FALSE	paaC	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation	cmr|b1390|asap|ABE-0004653	orf, hypothetical protein [b1390]
cmr|c_2460|asap|ABR-0078589	FALSE			cmr|c_2460|asap|ABR-0078589	Putative polyketide synthase [c_2460]
	FALSE	rzpQ	pseudo	cmr|b1573|asap|ABE-0005255	orf, hypothetical protein [b1573]
	FALSE	Z3494	putative antibiotic efflux protein	cmr|Z3494|asap|ABH-0027208	putative antibiotic efflux protein [Z3494]
	FALSE	yadN	predicted fimbrial-like adhesin protein	cmr|b0141|asap|ABE-0000487	putative fimbrial-like protein [b0141]
	FALSE	chpS	antitoxin of the ChpB-ChpS toxin-antitoxin system	cmr|b4224|asap|ABE-0013820	suppressor of inhibitory function of ChpB, PemI-like, autoregulated [b4224]
cmr|b2115|asap|ABE-0006997	FALSE			cmr|b2115|asap|ABE-0006997	molybdate metabolism regulator, first fragment [b2115]
	FALSE	trpB	tryptophan synthase, beta subunit	cmr|b1261|asap|ABE-0004234	tryptophan synthase, beta protein [b1261]
	FALSE	zur	DNA-binding transcriptional repressor, Zn(II)-binding	cmr|b4046|asap|ABE-0013249	putative regulator [b4046]
	FALSE	ECs4508	3-deoxy-D-manno-octulosonic-acid transferase	cmr|ECs4508|asap|ACA-0134582	3-deoxy-D-manno-octulosonic-acid transferase [ECs4508]
	FALSE	Z5684	putative transcriptional regulator	cmr|Z5684|asap|ABH-0029259	putative transcriptional regulator [Z5684]
	FALSE	Z2063	unknown protein encoded by prophage CP-933O	cmr|Z2063|asap|ABH-0025844	unknown protein encoded by prophage CP-933O [Z2063]
	FALSE	yigP	conserved protein	cmr|b3834|asap|ABE-0012536	orf, hypothetical protein [b3834]
	FALSE	ECs0346	putative transporter	cmr|ECs0346|asap|ACA-0130237	putative transporter [ECs0346]
	FALSE	Z1365	unknown protein encoded by cryptic prophage CP-933M	cmr|Z1365|cmr|Z1806|cmr|Z6042|cmr|Z3328	unknown protein encoded by cryptic prophage CP-933M [Z1365]
	FALSE	Z5947	putative restriction modification enzyme M subunit (methylase)	cmr|Z5947|asap|ABH-0029520	putative restriction modification enzyme M subunit [Z5947]
	FALSE	aceF	pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2	cmr|b0115|asap|ABE-0000400	pyruvate dehydrogenase [b0115]
	FALSE	yphC	Hypothetical zinc-type alcohol dehydrogenase-like protein yphC	cmr|c_3067|asap|ABR-0079211	Hypothetical zinc-type alcohol dehydrogenase-like protein yphC [c_3067]
	FALSE	cutA	copper binding protein, copper sensitivity	cmr|b4137|asap|ABE-0013544	divalent cation tolerance protein; cytochrome c biogenesis [b4137]
	FALSE	Z1766	unknown protein encoded by prophage CP-933N	cmr|Z1766|cmr|Z2037|cmr|Z3129|asap|ABH-0025565	unknown protein encoded by prophage CP-933N [Z1766]
cmr|c_0474|asap|ABR-0076548	FALSE			cmr|c_0474|asap|ABR-0076548	Hypothetical protein [c_0474]
	FALSE	yagV	conserved protein	cmr|b0289|asap|ABE-0001000	orf, hypothetical protein [b0289]
	FALSE	ydjN	predicted transporter	cmr|b1729|asap|ABE-0005771	part of a kinase [b1729]
	FALSE	flhB	predicted flagellar export pore protein	cmr|b1880|asap|ABE-0006275	putative part of export apparatus for flagellar proteins [b1880]
	FALSE	bamB	protein assembly complex, lipoprotein component	cmr|b2512|asap|ABE-0008272	putative dehydrogenase [b2512]
	FALSE	yaiL	Hypothetical protein yaiL	cmr|c_0462|asap|ABR-0076536	Hypothetical protein yaiL [c_0462]
	FALSE	pldB	lysophospholipase L(2)	cmr|b3825|asap|ABE-0012494	lysophospholipase L [b3825]
	FALSE	Z2509	putative efflux pump	cmr|Z2509|asap|ABH-0026247	putative efflux pump [Z2509]
	FALSE	soxS	DNA-binding transcriptional dual regulator	cmr|b4062|asap|ABE-0013311	regulation of superoxide response regulon [b4062]
cmr|c_1886|asap|ABR-0078004	FALSE			cmr|c_1886|asap|ABR-0078004	Hypothetical protein [c_1886]
	FALSE	ampD	N-acetyl-anhydromuranmyl-L-alanine amidase	cmr|b0110|asap|ABE-0000380	regulates ampC [b0110]
	FALSE	tauC	taurine transporter subunit	cmr|c_0475|asap|ABR-0076549	Taurine transport system permease protein tauC [c_0475]
	FALSE	ECs1584	hypothetical protein	cmr|ECs1584|asap|ACA-0131533	hypothetical protein [ECs1584]
	FALSE	ECs4098	N-acetylneuraminate lyase	cmr|ECs4098|asap|ACA-0134162	N-acetylneuraminate lyase [ECs4098]
	FALSE	ycfT	predicted inner membrane protein	cmr|b1115|asap|ABE-0003767	orf, hypothetical protein [b1115]
cmr|c_1461|asap|ABR-0077569	FALSE			cmr|c_1461|asap|ABR-0077569	Putative tail fiber component M of prophage [c_1461]
	FALSE	Z1827	putative IS encoded protein	cmr|Z1827|asap|ABH-0025623	putative IS encoded protein [Z1827]
cmr|c_3339|asap|ABR-0079495	FALSE			cmr|c_3339|asap|ABR-0079495	Hypothetical protein [c_3339]
	FALSE	yehE	Hypothetical protein yehE precursor	cmr|c_2640|asap|ABR-0078776	Hypothetical protein yehE precursor [c_2640]
	FALSE	dnaJ	chaperone Hsp40, co-chaperone with DnaK	cmr|b0015|asap|ABE-0000054	chaperone with DnaK; heat shock protein [b0015]
cmr|c_0500|asap|ABR-0076574	FALSE			cmr|c_0500|asap|ABR-0076574	Hypothetical protein [c_0500]
	FALSE	Z0021	hypothetical protein	cmr|Z0021|asap|ABH-0023930	orf Unknown function [Z0021]
	FALSE	yjiY	Hypothetical protein yjiY	cmr|c_5429|asap|ABR-0081645	Hypothetical protein yjiY [c_5429]
	FALSE	ydhY	predicted 4Fe-4S ferridoxin-type protein	cmr|b1674|asap|ABE-0005589	putative oxidoreductase, Fe-S subunit [b1674]
	FALSE	yddL	pseudo	cmr|b1472	putative outer membrane porin protein [b1472]
	FALSE	nudG	pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase	cmr|b1759|asap|ABE-0005855	orf, hypothetical protein [b1759]
	FALSE	ytfQ	ABC transporter Periplasmic binding protein ytfQ precursor	cmr|c_5325|asap|ABR-0081538	ABC transporter Periplasmic binding protein ytfQ precursor [c_5325]
	FALSE	ECs3917	putative ferrichrome iron receptor precursor	cmr|ECs3917|asap|ACA-0133974	putative ferrichrome iron receptor precursor [ECs3917]
	FALSE	wcaB	putative colanic acid biosynthesis acetyltransferase WcaB	cmr|c_2584|asap|ABR-0078718	Putative colanic acid biosynthesis acetyltransferase wcaB [c_2584]
	FALSE	yicH	conserved protein	cmr|b3655|asap|ABE-0011949	orf, hypothetical protein [b3655]
	FALSE	flxA	Qin prophage; predicted protein	cmr|b1566|asap|ABE-0005234	orf, hypothetical protein [b1566]
	FALSE	ECs5071	putative carbohydrate binding protein	cmr|ECs5071|asap|ACA-0135183	putative carbohydrate binding protein [ECs5071]
cmr|c_3395|asap|ABR-0079553	FALSE			cmr|c_3395|asap|ABR-0079553	Hypothetical protein [c_3395]
	FALSE	pagB	conserved protein	cmr|b4023|asap|ABE-0013153	orf, hypothetical protein [b4023]
	FALSE	Z3349	putative DNA methyltransferase encoded within prophage CP-933V	cmr|Z3349|cmr|Z1454|asap|ABH-0027070|asap|ABH-0025266	putative DNA methyltransferase encoded within prophage CP-933V [Z3349]
	FALSE	ECs2464	putative cytochrome oxidase	cmr|ECs2464|asap|ACA-0132447	putative cytochrome oxidase [ECs2464]
--(+)eQC-39	pos				
	FALSE	ECs4912	HtrC	cmr|ECs4912|asap|ACA-0135020	heat shock protein htrC [ECs4912]
	FALSE	ECs2555	protease 2	cmr|ECs2555|asap|ACA-0132539	protease II [ECs2555]
cmr|b0510	FALSE			cmr|b0510	orf, hypothetical protein [b0510]
	FALSE	aroK	shikimate kinase I	cmr|b3390|asap|ABE-0011069	shikimate kinase I [b3390]
	FALSE	waaL	putative LPS biosynthesis enzyme	cmr|Z5049|asap|ABH-0028694	putative LPS biosynthesis enzyme [Z5049]
	FALSE	ECs4598	putative DNA-binding protein	cmr|ECs4598|asap|ACA-0134676	putative DNA-binding protein [ECs4598]
cmr|c_3040|asap|ABR-0079184	FALSE			cmr|c_3040|asap|ABR-0079184	Hypothetical protein [c_3040]
	FALSE	Z4333	putative cytotoxin	cmr|Z4333|asap|ABH-0028007	putative cytotoxin [Z4333]
	FALSE	yhbQ	predicted endonuclease	cmr|b3155|asap|ABE-0010370	orf, hypothetical protein [b3155]
	FALSE	lpxC	UDP-3-O-acyl N-acetylglucosamine deacetylase	cmr|b0096|asap|ABE-0000336	UDP-3-O-acyl N-acetylglucosamine deacetylase; lipid A biosynthesis [b0096]
	FALSE	ytfR	predicted sugar transporter subunit: ATP-binding component of ABC superfamily	cmr|b4228|asap|ABE-0174118	putative ATP-binding component of a transport system [b4228]
	FALSE	Z0256	hypothetical protein	cmr|Z0256|asap|ABH-0024148	orf Unknown function [Z0256]
cmr|c_0311|asap|ABR-0076384	FALSE			cmr|c_0311|asap|ABR-0076384	Hypothetical protein [c_0311]
cmr|c_4938|asap|ABR-0081144	FALSE			cmr|c_4938|asap|ABR-0081144	Hypothetical protein [c_4938]
	FALSE	nuoI	NADH:ubiquinone oxidoreductase, chain I	cmr|b2281|asap|ABE-0007539	NADH dehydrogenase I chain I [b2281]
	FALSE	ynbD	predicted phosphatase, inner membrane protein	cmr|b1411|asap|ABE-0004710	putative enzymes [b1411]
cmr|c_0345|cmr|c_1207|asap|ABR-0076418|asap|ABR-0077302	FALSE			cmr|c_0345|cmr|c_1207|asap|ABR-0076418|asap|ABR-0077302	Putative member of ShlA/HecA/FhaA exoprotein family [c_0345]
cmr|c_0760|asap|ABR-0076843	FALSE			cmr|c_0760|asap|ABR-0076843	Hypothetical protein ygdQ [c_0760]
	FALSE	gltI	glutamate and aspartate transporter subunit	cmr|b0655|asap|ABE-0002241	putative periplasmic binding transport protein [b0655]
	FALSE	sucA	2-oxoglutarate decarboxylase, thiamin-requiring	cmr|b0726|asap|ABE-0002478	2-oxoglutarate dehydrogenase [b0726]
	FALSE	ygaT	hypothetical protein	cmr|c_3207|asap|ABR-0079356	Hypothetical protein ygaT [c_3207]
	FALSE	sad	predicted aldehyde dehydrogenase	cmr|b1525|asap|ABE-0005092	putative aldehyde dehydrogenase [b1525]
	FALSE	glpR	DNA-binding transcriptional repressor	cmr|b3423|asap|ABE-0011176	repressor of the glp operon [b3423]
cmr|c_5170|asap|ABR-0081378	FALSE			cmr|c_5170|asap|ABR-0081378	Hypothetical protein [c_5170]
	FALSE	wecH	conserved inner membrane protein	cmr|b3561|asap|ABE-0011630	orf, hypothetical protein [b3561]
	FALSE	ECs1311	putative transposase	cmr|ECs1311|asap|ACA-0244261|asap|ACA-0131245|asap|ACA-0244262	putative transposase [ECs1311]
cmr|c_3405|asap|ABR-0079563	FALSE			cmr|c_3405|asap|ABR-0079563	2-hydroxyacid dehydrogenase [c_3405]
	FALSE	yehI	conserved protein	cmr|b2118|asap|ABE-0007003	putative regulator [b2118]
cmr|Z5940	FALSE			cmr|Z5940	orf Unknown function [Z5940]
	FALSE	Z6054	conserved hypothetical YjhS family protein encoded by cryptic prophage CP-933P	cmr|Z6054|cmr|Z1349|cmr|Z2109|cmr|Z2068	conserved hypothetical YjhS family protein encoded by [Z6054]
	FALSE	ECs1072	hypothetical protein	cmr|ECs1072|asap|ACA-0130987	hypothetical protein [ECs1072]
	FALSE	ybiM	hypothetical protein	cmr|Z1027|asap|ABH-0024850	orf, hypothetical protein [Z1027]
	FALSE	yqgF	Holliday junction resolvase-like protein	cmr|Z4294|asap|ABH-0027967	orf, hypothetical protein [Z4294]
	FALSE	adhE	fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase	cmr|b1241|asap|ABE-0004164	CoA-linked acetaldehyde dehydrogenase and iron-dependent alcohol dehydrogenase; pyruvate-formate-lyase deactivase [b1241]
	FALSE	tauA	taurine transporter subunit	cmr|b0365|asap|ABE-0001256	taurine transport system periplasmic protein [b0365]
	FALSE	allB	allantoinase	cmr|b0512|asap|ABE-0001768	putative hydrolase [b0512]
	FALSE	raiA	cold shock protein associated with 30S ribosomal subunit	cmr|b2597|asap|ABE-0008540	putative yhbH sigma 54 modulator [b2597]
	FALSE	ygcO	predicted 4Fe-4S cluster-containing protein	cmr|b2767|asap|ABE-0009072	orf, hypothetical protein [b2767]
	FALSE	relE	Qin prophage; toxin of the RelE-RelB toxin-antitoxin system	cmr|b1563|asap|ABE-0005221	orf, hypothetical protein [b1563]
	FALSE	yieH	predicted hydrolase	cmr|Z5210|asap|ABH-0028848	putative phosphatase [Z5210]
cmr|c_2437|asap|ABR-0078563	FALSE			cmr|c_2437|asap|ABR-0078563	Hypothetical protein [c_2437]
cmr|c_0366|asap|ABR-0076440	FALSE			cmr|c_0366|asap|ABR-0076440	Hypothetical protein [c_0366]
	FALSE	yeiA	predicted oxidoreductase	cmr|b2147|asap|ABE-0007098	putative oxidoreductase [b2147]
	FALSE	ydiV	conserved protein	cmr|b1707|asap|ABE-0005696	orf, hypothetical protein [b1707]
cmr|ECs1886|asap|ACA-0131850	FALSE			cmr|ECs1886|asap|ACA-0131850	hypothetical protein [ECs1886]
	FALSE	fpr	ferredoxin-NADP reductase	cmr|c_4876|asap|ABR-0081074	Ferredoxin--NADP reductase [c_4876]
	FALSE	lptB	predicted transporter subunit: ATP-binding component of ABC superfamily	cmr|b3201|asap|ABE-0010512	putative ATP-binding component of a transport system [b3201]
	FALSE	tufA	protein chain elongation factor EF-Tu (duplicate of tufB)	cmr|b3339|cmr|b3980|asap|ABE-0010912|asap|ABE-0013020	protein chain elongation factor EF-Tu [b3339]
	FALSE	yhbX	predicted hydrolase, inner membrane	cmr|b3173|asap|ABE-0010430	putative alkaline phosphatase I [b3173]
	FALSE	poxB	pyruvate dehydrogenase (pyruvate oxidase), thiamin-dependent, FAD-binding	cmr|b0871|asap|ABE-0002958	pyruvate oxidase [b0871]
	FALSE	ECs1360	Iha	cmr|ECs1360|asap|ACA-0131298	Iha adhesin [ECs1360]
	FALSE	truA	tRNA pseudouridine synthase A	cmr|ECs3202|asap|ACA-0133213	pseudouridylate synthase I [ECs3202]
	FALSE	ygiD	predicted dioxygenase	cmr|b3039|asap|ABE-0009973	orf, hypothetical protein [b3039]
	FALSE	Z2319	probable enzyme	cmr|Z2319|asap|ABH-0026090	probable enzyme [Z2319]
	FALSE	ECs4014	N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component	cmr|ECs4014|asap|ACA-0134073	N-acetyl-galactosamine / galactosamine PTS system enzyme IIA component [ECs4014]
	FALSE	yafS	predicted S-adenosyl-L-methionine-dependent methyltransferase	cmr|b0213|asap|ABE-0000713	orf, hypothetical protein [b0213]
	FALSE	yebR	free methionine-(R)-sulfoxide reductase	cmr|b1832|asap|ABE-0006095	orf, hypothetical protein [b1832]
	FALSE	Z6068	unknown protein encoded by cryptic prophage CP-933P	cmr|Z6068|asap|ABH-0026353	unknown protein encoded by cryptic prophage CP-933P [Z6068]
	FALSE	ygeK	pseudo	cmr|b2856|asap|ABE-0009381	orf, hypothetical protein [b2856]
	FALSE	arcA	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA	cmr|b4401|asap|ABE-0014434	negative response regulator of genes in aerobic pathways, [b4401]
	FALSE	yqhH	predicted outer membrane lipoprotein	cmr|b3014|asap|ABE-0009898	orf, hypothetical protein [b3014]
	FALSE	yfeH	predicted inner membrane protein	cmr|b2410|asap|ABE-0007936	putative cytochrome oxidase [b2410]
cmr|c_3470|asap|ABR-0079631	FALSE			cmr|c_3470|asap|ABR-0079631	Hypothetical protein [c_3470]
	FALSE	yejH	putative ATP-dependent helicase	cmr|Z3443|asap|ABH-0027161	putative ATP-dependent helicase [Z3443]
asap|ABR-0081758	FALSE			asap|ABR-0081758	conserved inner membrane protein []
	FALSE	mrdB	cell wall shape-determining protein	cmr|b0634|asap|ABE-0002173	rod shape-determining membrane protein; sensitivity to radiation and drugs [b0634]
	FALSE	oppF	oligopeptide transporter subunit	cmr|b1247|asap|ABE-0004182	homolog of Salmonella ATP-binding protein of oligopeptide ABC transport system [b1247]
	FALSE	hslU	molecular chaperone and ATPase component of HslUV protease	cmr|b3931|asap|ABE-0012843	heat shock protein hslVU, ATPase subunit, homologous to chaperones [b3931]
	FALSE	ECs4501	lipopolysaccharide 1,2-N- acetylglucosaminetransferase	cmr|ECs4501|asap|ACA-0134575	lipopolysaccharide 1,2-N- acetylglucosaminetransferase [ECs4501]
	FALSE	accB	acetyl CoA carboxylase, BCCP subunit	cmr|b3255|asap|ABE-0010675	acetylCoA carboxylase, BCCP subunit; carrier of biotin [b3255]
	FALSE	malK	fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein	cmr|b4035|asap|ABE-0013216	ATP-binding component of transport system for maltose [b4035]
	FALSE	L7081	hypothetical protein	asap|ABH-0244150	unknown [L7081]
	FALSE	ECs4459	hypothetical protein	cmr|ECs4459|asap|ACA-0134532	hypothetical protein [ECs4459]
asap|ACA-0244195	FALSE			asap|ACA-0244195	Type II secretion pathway related protein []
cmr|c_1468|asap|ABR-0077576	FALSE			cmr|c_1468|asap|ABR-0077576	Hypothetical protein [c_1468]
cmr|c_1567|asap|ABR-0077678	FALSE			cmr|c_1567|asap|ABR-0077678	Hypothetical protein [c_1567]
	FALSE	yidQ	conserved outer membrane protein	cmr|b3688|asap|ABE-0012063	orf, hypothetical protein [b3688]
	FALSE	ECs0462	hypothetical protein	cmr|ECs0462|asap|ACA-0130353	hypothetical protein [ECs0462]
	FALSE	L7077	hypothetical protein	asap|ABH-0244146	unknown [L7077]
	FALSE	Z1852	putative holin protein of prophage CP-933C	cmr|Z1852|asap|ABH-0025647	putative holin protein of prophage CP-933C [Z1852]
	FALSE	Z5137	hypothetical protein	cmr|Z5137|asap|ABH-0028778	orf Unknown function [Z5137]
	FALSE	eutJ	predicted chaperonin, ethanolamine utilization protein	cmr|b2454|asap|ABE-0008089	ethanolamine utilization; homolog of Salmonella gene [b2454]
	FALSE	ECs2614	hypothetical protein	cmr|ECs2614|asap|ACA-0132598	hypothetical protein [ECs2614]
	FALSE	rhaM	L-rhamnose mutarotase	cmr|b3901|asap|ABE-0012729	orf, hypothetical protein [b3901]
	FALSE	fbpC	ferric transporter ATP-binding subunit	cmr|Z0458|asap|ABH-0024349	putative ATP-binding component of a transport system [Z0458]
	FALSE	yjjK	fused predicted transporter subunits of ABC superfamily: ATP-binding components	cmr|b4391|asap|ABE-0014400	putative ATP-binding component of a transport system [b4391]
	FALSE	ybjI	conserved protein	cmr|b0844|asap|ABE-0002877	orf, hypothetical protein [b0844]
	FALSE	Z5892	hypothetical protein	cmr|Z5892|asap|ABH-0029465	orf Unknown function [Z5892]
	FALSE	kdgT	2-keto-3-deoxy-D-gluconate transporter	cmr|b3909|asap|ABE-0012764	2-keto-3-deoxy-D-gluconate transport system [b3909]
cmr|c_4942|asap|ABR-0081148	FALSE			cmr|c_4942|asap|ABR-0081148	Hypothetical protein [c_4942]
	FALSE	frmR	regulator protein that represses frmRAB operon	cmr|b0357|asap|ABE-0001226	putative alpha helix chain [b0357]
cmr|c_3639|asap|ABR-0079808	FALSE			cmr|c_3639|asap|ABR-0079808	N-acetylneuraminate lyase subunit [c_3639]
	FALSE	sdaA	L-serine deaminase I	cmr|b1814|asap|ABE-0006039	L-serine deaminase [b1814]
	FALSE	baeR	DNA-binding response regulator in two-component regulatory system with BaeS	cmr|c_2605|asap|ABR-0078739	Transcriptional Regulatory protein baeR [c_2605]
	FALSE	cynS	cyanate aminohydrolase	cmr|b0340|asap|ABE-0001173	cyanate aminohydrolase, cyanase [b0340]
cmr|b2857|asap|ABE-0009385	FALSE			cmr|b2857|asap|ABE-0009385	orf, hypothetical protein [b2857]
	FALSE	Z2119	unknown protein encoded within prophage CP-933O	cmr|Z2119	unknown protein encoded within prophage CP-933O [Z2119]
	FALSE	pgtB	Regulatory protein	cmr|c_5203|asap|ABR-0081412	Regulatory protein [c_5203]
	FALSE	hisH	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit with HisF	cmr|b2023|asap|ABE-0006722	glutamine amidotransferase subunit of heterodimer with HisF = imidazole glycerol phosphate synthase holoenzyme [b2023]
asap|ACA-0244275	FALSE			asap|ACA-0244275	predicted protein []
	FALSE	mnmC	5-methylaminomethyl-2-thiouridine methyltransferase	cmr|Z3587|asap|ABH-0027298	putative peptidase [Z3587]
cmr|c_3575|asap|ABR-0079738	FALSE			cmr|c_3575|asap|ABR-0079738	Transposase insF for insertion sequence IS3A/B/C/D/E/fA [c_3575]
	FALSE	L7061	hypothetical protein	asap|ABH-0244113	hypothetical protein [L7061]
--RC10	pos				
	FALSE	yfhA	predicted DNA-binding response regulator in two-component system	cmr|b2554|asap|ABE-0008400	putative 2-component transcriptional regulator [b2554]
	FALSE	Z0706	hypothetical protein	cmr|Z0706|asap|ABH-0024553	orf Unknown function [Z0706]
	FALSE	Z6021	hypothetical protein	cmr|Z6021|asap|ABH-0026306	orf, hypothetical protein [Z6021]
	FALSE	mmuP	CP4-6 prophage; predicted S-methylmethionine transporter	cmr|b0260|asap|ABE-0000893	putative amino acid/amine transport protein [b0260]
cmr|c_1937|asap|ABR-0078053	FALSE			cmr|c_1937|asap|ABR-0078053	Hypothetical protein [c_1937]
	FALSE	Z2365	putative DNA packaging protein of prophage CP-933R; terminase small subunit	cmr|Z2365|asap|ABH-0026132	putative DNA packaging protein of prophage CP-933R [Z2365]
	FALSE	Z3799	putative ATP synthase beta subunit	cmr|Z3799|asap|ABH-0027504	putative ATP synthase beta subunit [Z3799]
	FALSE	ECs0811	NinF	cmr|ECs0811|asap|ACA-0130722	NinF protein [ECs0811]
cmr|c_1743|asap|ABR-0077859	FALSE			cmr|c_1743|asap|ABR-0077859	Conserved hypothetical protein [c_1743]
cmr|c_1201|asap|ABR-0077296	FALSE			cmr|c_1201|asap|ABR-0077296	Putative phospholipid biosynthesis acyltransferase [c_1201]
	FALSE	ECs1319	hypothetical protein	cmr|ECs1319|asap|ACA-0131253	hypothetical protein [ECs1319]
	FALSE	gatA	galactitol-specific enzyme IIA component of PTS	cmr|b2094|asap|ABE-0006932	galactitol-specific enzyme IIA of phosphotransferase system [b2094]
	FALSE	hcaE	3-phenylpropionate dioxygenase, large (alpha) subunit	cmr|b2538|asap|ABE-0008355	large terminal subunit of phenylpropionate dioxygenase [b2538]
	FALSE	gltB	glutamate synthase, large subunit	cmr|b3212|asap|ABE-0010545	glutamate synthase, large subunit [b3212]
cmr|c_4309|asap|ABR-0080485	FALSE			cmr|c_4309|asap|ABR-0080485	Hypothetical protein [c_4309]
cmr|c_1810|asap|ABR-0077926	FALSE			cmr|c_1810|asap|ABR-0077926	Hypothetical protein [c_1810]
cmr|c_0545|asap|ABR-0076619	FALSE			cmr|c_0545|asap|ABR-0076619	Hypothetical protein [c_0545]
	FALSE	yhdX	predicted amino-acid transporter subunit	cmr|b3269|asap|ABE-0010733	putative transport system permease protein [b3269]
